"","id","text","secs","nlines","nchars","cps","nchars_longest_line","link","high_cps","long_line","too_many_lines","nfails"
"288",366,"Quindi, se andate sul nostro sito internet, c'è scritto che\Nci basiamo su un approccio Value-Based alla vendita.",5.2800000000002,2,90,17.0454545454539,47,"https://youtu.be/Jaok_8MNntQ?t=2304",FALSE,TRUE,FALSE,1
"289",463,"Ci sono due tipi di persone al mondo: quelle che dicono che essere vegani è facile e quelle che dicono che essere vegani è difficile.",6.2800000000002,1,107,17.038216560509,107,"https://youtu.be/Jaok_8MNntQ?t=2878",FALSE,TRUE,FALSE,1
"290",994,"con cui ho cercato di superare le barriere sul tema animali\Nin agricoltura, negano qualsiasi empatia per la causa",5.51999999999953,2,94,17.0289855072478,49,"https://youtu.be/Jaok_8MNntQ?t=5971",FALSE,TRUE,FALSE,1
"291",194,"lo faranno per distogliere l'attenzione da ciò che deve essere effettivamente discusso, perché il loro senso di colpa",5.75999999999999,1,98,17.0138888888889,98,"https://youtu.be/Jaok_8MNntQ?t=1362",FALSE,TRUE,FALSE,1
"292",910,"le persone e questa è l'unica ragione per cui fai\Nattivismo, allora le persone potrebbero risponderti in modo negativo.",5.76000000000022,2,98,17.0138888888882,59,"https://youtu.be/Jaok_8MNntQ?t=5487",FALSE,TRUE,FALSE,1
"293",528,"farete un'affermazione o una domanda a risposta chiusa o\Nnon ponete proprio una domanda, a quel punto",4.88000000000011,2,83,17.0081967213111,47,"https://youtu.be/Jaok_8MNntQ?t=3257",FALSE,TRUE,FALSE,1
"294",1040,"slide per poter spiegare tutto questo bene\Nin modo da reiterare tutti i punti che sono stati toccati",4.88000000000011,2,83,17.0081967213111,47,"https://youtu.be/Jaok_8MNntQ?t=6257",FALSE,TRUE,FALSE,1
"295",794,"""Cosa pensi di poterci fare a riguardo?"" e di nuovo la maggior\Nparte delle volte rispondono: ""Penso di poter smettere",5.47000000000025,2,93,17.0018281535641,48,"https://youtu.be/Jaok_8MNntQ?t=4841",FALSE,TRUE,FALSE,1
"296",371,"E questo è proprio il processo di vendita, in realtà. Sto cercando anche\Nora di convincere voi ad applicare questo approccio nei vostri outreach.",7,2,119,17,61,"https://youtu.be/Jaok_8MNntQ?t=2334",FALSE,TRUE,FALSE,1
"297",678,"e faccio questo paragone perché tu comprenda l'ingiustizia\Nin quel contesto ma giustizia è giustizia",5,2,85,17,50,"https://youtu.be/Jaok_8MNntQ?t=4173",FALSE,TRUE,FALSE,1
"298",395,"...consiste nel coinvolgere qualcuno rispetto a quello che state cercando di convincerlo.",4.36000000000013,1,74,16.9724770642197,74,"https://youtu.be/Jaok_8MNntQ?t=2493",FALSE,TRUE,FALSE,1
"299",1451,"molto. L'abbiamo rimosso perché, ancora una volta, facciamo un\Ncollegamento troppo forte con la vendita e non voglio",5.59999999999854,2,95,16.9642857142901,50,"https://youtu.be/Jaok_8MNntQ?t=9221",FALSE,TRUE,FALSE,1
"300",382,"mutuandole dal mondo delle vendite e portandole in quello dell'attivismo.\NMa devo ripeterlo ancora, l'ho detto nel video:",5.84000000000015,2,99,16.9520547945201,62,"https://youtu.be/Jaok_8MNntQ?t=2406",FALSE,TRUE,FALSE,1
"301",243,"- ""Quindi assumeresti la stessa posizione con qualsiasi altra ingiustizia? Per esempio",4.25,1,72,16.9411764705882,72,"https://youtu.be/Jaok_8MNntQ?t=1637",FALSE,TRUE,FALSE,1
"302",167,"vorreste essere difesi se foste voi nella loro posizione.\NDire alle persone la verità non deve essere",4.95999999999981,2,84,16.9354838709684,48,"https://youtu.be/Jaok_8MNntQ?t=1212",FALSE,TRUE,FALSE,1
"303",846,"cosa hanno intenzione di fare. È così che dovreste\Nconcludere l'interazione: ""Allora cosa pensi di fare?""",4.96000000000004,2,84,16.9354838709676,43,"https://youtu.be/Jaok_8MNntQ?t=5135",FALSE,TRUE,FALSE,1
"304",908,"non hai un problema di ego, questo non dovrebbe essere visto\Ncome malizioso dalla persona con cui stai parlando.",5.44000000000051,2,92,16.9117647058808,49,"https://youtu.be/Jaok_8MNntQ?t=5478",FALSE,TRUE,FALSE,1
"305",757,"- ""Vorresti sentire ciò che stiamo facendo qui?"" - ""Sì, sicuro""\N- ""Bene, sì, ciò che stiamo facendo qui è mostrare il dietro le quinte",5.80000000000018,2,98,16.8965517241374,53,"https://youtu.be/Jaok_8MNntQ?t=4646",FALSE,TRUE,FALSE,1
"306",1262,"essere apprezzati da loro è più forte del vostro desiderio\Ndi porre fine alla crudeltà sugli animali, rendendo così una beffa",6.15999999999985,2,104,16.8831168831173,55,"https://youtu.be/Jaok_8MNntQ?t=7833",FALSE,TRUE,FALSE,1
"307",111,"compagni animali ma creando una soluzione grazie alla quale nessuno dovrà morire nei rifugi?"" Sì, assolutamente, creando santuari.",6.39999999999998,1,108,16.8750000000001,108,"https://youtu.be/Jaok_8MNntQ?t=813",FALSE,TRUE,FALSE,1
"308",1226,"del movimento per i diritti degli animali, i vegani sono tra le\Npersone meno compassionevoli con cui ho a che fare.",5.51999999999953,2,93,16.847826086958,51,"https://youtu.be/Jaok_8MNntQ?t=7584",FALSE,TRUE,FALSE,1
"309",1307,"Che li supportiamo direttamente -per loro. E si\Nmeritano un messaggio direttamente dedicato a loro.",4.8799999999992,2,82,16.8032786885273,44,"https://youtu.be/Jaok_8MNntQ?t=8159",FALSE,TRUE,FALSE,1
"310",519,"perché porre domande è sempre una buona idea, è sempre un\Nbuon modo per ottenere informazioni dalla persona,",5.29999999999973,2,89,16.7924528301895,46,"https://youtu.be/Jaok_8MNntQ?t=3205",FALSE,TRUE,FALSE,1
"311",239,"- ""No""\N- ""Quello che sto dicendo è: tu assumeresti questa posizione...",2.98000000000002,2,50,16.7785234899328,48,"https://youtu.be/Jaok_8MNntQ?t=1617",FALSE,TRUE,FALSE,1
"312",345,"se ne frega di cosa pensano gli altri,\Nquando non ti importa di ciò che gli altri pensano di te.",4.48000000000002,2,75,16.7410714285714,45,"https://youtu.be/Jaok_8MNntQ?t=2193",FALSE,TRUE,FALSE,1
"313",1027,"per cui non ti parlano più per essere un\Ncittadino impegnato che si batte contro le ingiustizie",4.72000000000025,2,79,16.7372881355923,47,"https://youtu.be/Jaok_8MNntQ?t=6173",FALSE,TRUE,FALSE,1
"314",1638,"qui, ma assumere gli animali è comunque sfruttamento,\Nè solo un'altra parola per schiavizzare gli animali.",5.19999999999891,2,87,16.7307692307727,44,"https://youtu.be/Jaok_8MNntQ?t=10637",FALSE,TRUE,FALSE,1
"315",503,"veicoli di verità: noi parliamo per gli animali nello\Nstesso modo in cui vorremmo che si parlasse di noi se",5.19999999999982,2,87,16.7307692307698,44,"https://youtu.be/Jaok_8MNntQ?t=3112",FALSE,TRUE,FALSE,1
"316",110,"""Quando avremo risolto la questione della sovrappopolazione\Ndegli animali domestici, credi che potremo ancora avere",5.91999999999996,2,99,16.7229729729731,52,"https://youtu.be/Jaok_8MNntQ?t=807",FALSE,TRUE,FALSE,1
"317",412,"- ""Qualcun altro o qualcos'altro?"" - ""Tu pensi che un animale sia un oggetto?""",3.34999999999991,1,56,16.7164179104482,56,"https://youtu.be/Jaok_8MNntQ?t=2591",FALSE,TRUE,FALSE,1
"318",73,"focalizziamoci, intendo... la mia risposta a questa domanda\Nè abbastanza chiara. Focalizziamoci sulle",5.03999999999996,2,84,16.6666666666668,48,"https://youtu.be/Jaok_8MNntQ?t=530",FALSE,TRUE,FALSE,1
"319",1478,"""perché sei contrario all'abuso sugli animali?"" invece di una\Naffermazione chiusa come ""abusare degli animali è sbagliato""",6,2,100,16.6666666666667,51,"https://youtu.be/Jaok_8MNntQ?t=9403",FALSE,TRUE,FALSE,1
"320",145,"per aiutare voi e tutti coloro che desiderano essere efficaci.\NE l'unica vera soddisfazione",4.56000000000017,2,76,16.666666666666,52,"https://youtu.be/Jaok_8MNntQ?t=1076",FALSE,TRUE,FALSE,1
"321",284,"e si parla di quanto sia negativo l'impatto sull'ambiente e sulla salute.",3.54000000000019,1,59,16.6666666666658,59,"https://youtu.be/Jaok_8MNntQ?t=1845",FALSE,TRUE,FALSE,1
"322",1535,"dite loro cosa si propone di fare il Cubo della Verità.\N""Quello che stiamo facendo è mostrare la realtà di",5.11999999999898,2,85,16.6015625000033,44,"https://youtu.be/Jaok_8MNntQ?t=9855",FALSE,TRUE,FALSE,1
"323",1056,"con cui stai parlando non è interessata\Nall'argomento e continua a giustificare l'abuso sugli animali,",5.11999999999989,2,85,16.6015625000004,52,"https://youtu.be/Jaok_8MNntQ?t=6378",FALSE,TRUE,FALSE,1
"324",849,"chiudiate in modo forte. Altrimenti è come se\Nl'intera conversazione sia stata fatta per niente, se",4.88000000000011,2,81,16.5983606557373,44,"https://youtu.be/Jaok_8MNntQ?t=5150",FALSE,TRUE,FALSE,1
"325",1130,"Una classica risposta di Gary è ""se Dio\Ndice che tutto questo è giusto, allora cosa fa il diavolo?""",4.63999999999942,2,77,16.594827586209,46,"https://youtu.be/Jaok_8MNntQ?t=6872",FALSE,TRUE,FALSE,1
"326",940,"che meritano i loro diritti. Non hai bisogno di amare\Nqualunque essere per sapere che meritano i loro diritti.",5.4399999999996,2,90,16.54411764706,47,"https://youtu.be/Jaok_8MNntQ?t=5671",FALSE,TRUE,FALSE,1
"327",74,"sofferenze inflitte dall'uomo agli animali, che in\Nquesto momento, voglio dire, è la questione più importante",5.44000000000005,2,90,16.5441176470587,48,"https://youtu.be/Jaok_8MNntQ?t=535",FALSE,TRUE,FALSE,1
"328",869,"Quindi, pensa da che parte della storia vuoi\Nstare, quando si tratta di eliminare questa ingiustizia.""",5.03000000000065,2,83,16.5009940357831,47,"https://youtu.be/Jaok_8MNntQ?t=5270",FALSE,TRUE,FALSE,1
"329",1383,"e dici ""beh, e se il tuo cane venisse accoltellato a morte""\Nsì, è certamente qualcosa su cui si concorda facilmente",5.52100000000064,2,91,16.4825212823745,46,"https://youtu.be/Jaok_8MNntQ?t=8716",FALSE,TRUE,FALSE,1
"330",1069,"con il vostro lavoro, con coloro che sono...che\Nvorreste andare avanti, no, quindi finire la discussione",5.03999999999996,2,83,16.4682539682541,47,"https://youtu.be/Jaok_8MNntQ?t=6463",FALSE,TRUE,FALSE,1
"331",211,"Molte persone, quando sono a un workshop sull'outreach, pensano:",3.15999999999985,1,52,16.4556962025324,52,"https://youtu.be/Jaok_8MNntQ?t=1459",FALSE,TRUE,FALSE,1
"332",1234,"scriviate la domanda per intero, se così è troppo veloce.\NQuindi, ridurrò tornando a 30 secondi",4.55999999999949,2,75,16.4473684210545,46,"https://youtu.be/Jaok_8MNntQ?t=7656",FALSE,TRUE,FALSE,1
"333",340,"perché non vogliono prendere sul serio il messaggio e guardarlo in faccia.\NQuando caschiamo nel tranello",5.36000000000013,2,88,16.4179104477608,62,"https://youtu.be/Jaok_8MNntQ?t=2162",FALSE,TRUE,FALSE,1
"334",312,"Perché siamo convinti di vivere in una società che ha a cuore i cani?",3.35000000000014,1,55,16.4179104477605,55,"https://youtu.be/Jaok_8MNntQ?t=2007",FALSE,TRUE,FALSE,1
"335",541,"Di nuovo, applicate la vostra personalità, in tutti i modi,\Nma rimanete fedeli e ascoltate quello che dite.",5.23999999999978,2,86,16.4122137404587,47,"https://youtu.be/Jaok_8MNntQ?t=3337",FALSE,TRUE,FALSE,1
"336",205,"Provano a distogliere l'attenzione dalle loro responsabilità,\Ndall'assumersi la responsabilità per quello che stanno facendo.",6.51999999999998,2,107,16.4110429447853,54,"https://youtu.be/Jaok_8MNntQ?t=1424",FALSE,TRUE,FALSE,1
"337",387,"le cose imparate nelle vendite, che la maggior parte di esse,\Nin realtà, sono inapplicabili, inequivocabilmente inapplicabili,",6.40000000000009,2,105,16.4062499999998,56,"https://youtu.be/Jaok_8MNntQ?t=2438",FALSE,TRUE,FALSE,1
"338",434,"in realtà otterrai anche dei benefici per la salute.\NE di solito dicevo anche che c'erano",4.40000000000009,2,72,16.363636363636,43,"https://youtu.be/Jaok_8MNntQ?t=2700",FALSE,TRUE,FALSE,1
"339",1571,"in genere è meglio se parli di quello che\Nla parola significa davvero, invece che usare la parola stessa.",5.20000000000073,2,85,16.3461538461516,52,"https://youtu.be/Jaok_8MNntQ?t=10124",FALSE,TRUE,FALSE,1
"340",636,"Glielo dici una volta e diventano vegani sul momento.\Nè una circostanza da sogno!",4.03999999999996,2,66,16.3366336633665,44,"https://youtu.be/Jaok_8MNntQ?t=3901",FALSE,TRUE,FALSE,1
"341",290,"ricevere dai maltrattatori di animali <b>prima</b> della compassione\Nche dovrebbero cercare di ottenere per le vittime.",6,2,98,16.3333333333333,56,"https://youtu.be/Jaok_8MNntQ?t=1876",FALSE,TRUE,FALSE,1
"342",1137,"ad un certo punto ma adesso voglio iniziare il discorso\Ndelle slides per una questione di gestione del tempo",5.51999999999953,2,90,16.3043478260884,46,"https://youtu.be/Jaok_8MNntQ?t=6910",FALSE,TRUE,FALSE,1
"343",1644,"e se avete qualche domanda che volete\Ninviarmi direttamente sui social riguardo qualsiasi argomento",5.27900000000045,2,86,16.2909641977633,55,"https://youtu.be/Jaok_8MNntQ?t=10676",FALSE,TRUE,FALSE,1
"344",585,"seriamente questa semplice questione.\NL'abuso degli animali è sbagliato e non c'è giustificazione per questo.",5.58999999999969,2,91,16.2790697674428,58,"https://youtu.be/Jaok_8MNntQ?t=3600",FALSE,TRUE,FALSE,1
"345",881,"- ""Ok, allora cosa pensi di fare andando via da qui?""\N- ""Ripenserò a tutto il f*****o processo riguardo a quello che mangio.""",5.47999999999956,2,89,16.2408759124101,51,"https://youtu.be/Jaok_8MNntQ?t=5336",FALSE,TRUE,FALSE,1
"346",1453,"è solo uno strumento, un piccolo piccolissimo strumento\Nche può aiutare la vostra comunicazione, ma feel,",5.35899999999856,2,87,16.2343720843485,47,"https://youtu.be/Jaok_8MNntQ?t=9235",FALSE,TRUE,FALSE,1
"347",1148,"potreste vedere gli organizzatori della vostra città e\Nse voi siete degli organizzatori e se diventate organizzatori",6.15999999999985,2,100,16.2337662337666,53,"https://youtu.be/Jaok_8MNntQ?t=7025",FALSE,TRUE,FALSE,1
"348",411,"- ""La carne non danneggia semplicemente te, fa del male a qualcun altro.""",3.45000000000027,1,56,16.2318840579697,56,"https://youtu.be/Jaok_8MNntQ?t=2587",FALSE,TRUE,FALSE,1
"349",447,"di prendere seriamente in considerazione il veganismo.\NMa entrerò nei dettagli del processo per voi alla fine di tutto questo",6.48000000000002,2,105,16.2037037037037,58,"https://youtu.be/Jaok_8MNntQ?t=2777",FALSE,TRUE,FALSE,1
"350",875,"- ""Cosa pensate di fare dopo aver visto queste immagini?""\N- ""Non saprei, di sicuro proverò",4.19999999999982,2,68,16.1904761904769,44,"https://youtu.be/Jaok_8MNntQ?t=5301",FALSE,TRUE,FALSE,1
"351",873,"le vostre azioni con le parole che\Navete detto durante la nostra conversazione, quegli animali",4.88000000000011,2,79,16.1885245901636,51,"https://youtu.be/Jaok_8MNntQ?t=5290",FALSE,TRUE,FALSE,1
"352",502,"E quando hai questa prospettiva, tutte\Nle interazioni hanno successo perché, di nuovo, noi siamo",4.88000000000011,2,79,16.1885245901636,47,"https://youtu.be/Jaok_8MNntQ?t=3108",FALSE,TRUE,FALSE,1
"353",685,"Dovete veramente andare là fuori e farlo\Ne constatare voi stessi quanto tutto ciò sia efficace",4.88000000000011,2,79,16.1885245901636,45,"https://youtu.be/Jaok_8MNntQ?t=4219",FALSE,TRUE,FALSE,1
"354",699,"e se questo li porterà a diventare vegani,\Nperché tutti i loro amici hanno fatto battute stupide",4.88000000000011,2,79,16.1885245901636,45,"https://youtu.be/Jaok_8MNntQ?t=4300",FALSE,TRUE,FALSE,1
"355",506,"che poniamo: ""Vorresti sapere perché siamo qui?""\NPerché abbiamo bisogno di un coinvolgimento da parte loro,",5.37999999999965,2,87,16.1710037174732,49,"https://youtu.be/Jaok_8MNntQ?t=3128",FALSE,TRUE,FALSE,1
"356",603,"in questo movimento lo pensiamo per diverse ragioni.\NCrediamo che i vegetariani siano più vicini a questo messaggio,",6,2,97,16.1666666666667,53,"https://youtu.be/Jaok_8MNntQ?t=3701",FALSE,TRUE,FALSE,1
"357",834,"sarebbe principalmente per gli animali che non verrebbero\Npiù abusati a causa sua, ma come individuo",5.19999999999982,2,84,16.1538461538467,50,"https://youtu.be/Jaok_8MNntQ?t=5071",FALSE,TRUE,FALSE,1
"358",1637,"È che... non l'ho mai sentito dire prima ma\Nassumerli, non sono sicuro se hai usato la parola sbagliata",4.96000000000095,2,80,16.1290322580614,49,"https://youtu.be/Jaok_8MNntQ?t=10632",FALSE,TRUE,FALSE,1
"359",1204,"ma non penso nella stessa maniera per cui le persone intendono\Npiantare i semi, non è quello che facciamo qui",5.52000000000044,2,89,16.1231884057958,52,"https://youtu.be/Jaok_8MNntQ?t=7437",FALSE,TRUE,FALSE,1
"360",322,"C'è anche bisogno di chiarire questo: molte persone\Npensano che la moralità sia qualcosa di soggettivo.",5.27999999999975,2,85,16.0984848484856,43,"https://youtu.be/Jaok_8MNntQ?t=2060",FALSE,TRUE,FALSE,1
"361",1354,"l'abuso sui minori o il traffico di essere umani l'abuso sui minori\Ne il traffico di essere umani sono le ingiustizie",5.91999999999825,2,95,16.047297297302,54,"https://youtu.be/Jaok_8MNntQ?t=8491",FALSE,TRUE,FALSE,1
"362",1202,"non è attivismo e ho sentito qualcuno dire ""piantare semi""\Nnei commenti, voglio dire, so che piantare semi è",5.35999999999967,2,86,16.044776119404,47,"https://youtu.be/Jaok_8MNntQ?t=7426",FALSE,TRUE,FALSE,1
"363",344,"ci comportiamo da ipocriti.\NAvrete probabilmente notato che alla gente piace chi",4.24000000000024,2,68,16.0377358490557,45,"https://youtu.be/Jaok_8MNntQ?t=2189",FALSE,TRUE,FALSE,1
"364",1469,"Il metodo socratico, proprio la prossima slide, ecco qui Jazz",3.1200000000008,1,50,16.0256410256369,50,"https://youtu.be/Jaok_8MNntQ?t=9350",FALSE,TRUE,FALSE,1
"365",921,"le persone responsabili in senso letterario,\Nperché le persone devono ritenere se stesse responsabili.",5.4399999999996,2,87,15.9926470588247,49,"https://youtu.be/Jaok_8MNntQ?t=5556",FALSE,TRUE,FALSE,1
"366",731,"tra gli animalisti che protestavano contro questo e\Nchiamò una stazione radio e iniziò a dire:",4.8799999999992,2,78,15.9836065573797,44,"https://youtu.be/Jaok_8MNntQ?t=4490",FALSE,TRUE,FALSE,1
"367",1433,"potrei anche continuare ad andare a un ritmo più\Nveloce. Attivismo non significa vendere. Una formazione alla vendita non",6.31999999999971,2,101,15.9810126582286,61,"https://youtu.be/Jaok_8MNntQ?t=9085",FALSE,TRUE,FALSE,1
"368",238,"- ""Diresti lo stesso con ogni altra\Ningiustizia, come il sessismo, il maltrattamento dei minori?""",4.81999999999994,2,77,15.97510373444,50,"https://youtu.be/Jaok_8MNntQ?t=1612",FALSE,TRUE,FALSE,1
"369",992,"anche loro amano gli animali. Ho\Nperso quattro persone che conoscevo da tanto tempo",4.31999999999971,2,69,15.9722222222233,43,"https://youtu.be/Jaok_8MNntQ?t=5961",FALSE,TRUE,FALSE,1
"370",761,"dietro le quinte dei settori che abusano degli animali,\Ncome l'industria della carne, del latte, delle uova, della pelle.""",6.07999999999993,2,97,15.9539473684212,51,"https://youtu.be/Jaok_8MNntQ?t=4668",FALSE,TRUE,FALSE,1
"371",803,"Affrontare l'obiezione e ancorarli alla responsabilità.\NUna volta che avete il consenso",4.63999999999942,2,74,15.948275862071,48,"https://youtu.be/Jaok_8MNntQ?t=4885",FALSE,TRUE,FALSE,1
"372",510,"a chi sta facendo outreach e comunque diventa vegana.\NAvviene molto spesso. C'era una persona, al workshop di",5.51999999999998,2,88,15.9420289855073,44,"https://youtu.be/Jaok_8MNntQ?t=3152",FALSE,TRUE,FALSE,1
"373",1586,"Riporta il focus sul singolo. Se cercano di\Naddurre scuse con l'obiettivo di sfuggire alla responsabilità",5.52000000000044,2,88,15.942028985506,53,"https://youtu.be/Jaok_8MNntQ?t=10250",FALSE,TRUE,FALSE,1
"374",1536,"ciò che succede agli animali negli allevamenti per la carne,\Nle uova e tutti gli altri. Tutto quello che vedi",5.52100000000064,2,88,15.9391414598786,50,"https://youtu.be/Jaok_8MNntQ?t=9860",FALSE,TRUE,FALSE,1
"375",810,"Qui c'è un nuovo aggiornamento e ve lo andrò\Na spiegare nelle diapositive che vi farò vedere dopo",4.96000000000004,2,79,15.9274193548386,44,"https://youtu.be/Jaok_8MNntQ?t=4924",FALSE,TRUE,FALSE,1
"376",1317,"dell'abuso sugli animali e della nostra mentalità verso gli animali.\NSe vogliamo risolvere il problema, dobbiamo eliminare",6.47899999999936,2,103,15.8975150486202,57,"https://youtu.be/Jaok_8MNntQ?t=8226",FALSE,TRUE,FALSE,1
"377",234,"Ogni volta che siete in dubbio fate il paragone con ogni altra ingiustizia.",3.90000000000009,1,62,15.8974358974355,62,"https://youtu.be/Jaok_8MNntQ?t=1589",FALSE,TRUE,FALSE,1
"378",1589,"e chiedendo come queste scuse possano giustificare\Nil loro personale contributo all'abuso sugli animali",5.60000000000036,2,89,15.8928571428561,45,"https://youtu.be/Jaok_8MNntQ?t=10270",FALSE,TRUE,FALSE,1
"379",556,"Vi menziono giusto questa obiezione: quando la gente dice\N""Mangio carne solo ogni tanto"". Vi è mai capitato?",5.42000000000007,2,86,15.8671586715865,48,"https://youtu.be/Jaok_8MNntQ?t=3426",FALSE,TRUE,FALSE,1
"380",957,"sostengono che ci sono problemi più importanti al mondo, no?\NI problemi sociali sono più importanti, beh",5.35999999999967,2,85,15.8582089552248,49,"https://youtu.be/Jaok_8MNntQ?t=5777",FALSE,TRUE,FALSE,1
"381",1066,"come questa, un'affermazione come questa è tutto ciò\Nche voi possiate fare con questi individui. E voglio solo",5.68000000000029,2,90,15.8450704225344,47,"https://youtu.be/Jaok_8MNntQ?t=6444",FALSE,TRUE,FALSE,1
"382",497,"e poi sono in un certo senso calati, e penso che le persone abbiano perso interesse nel fare outreach.",5.17999999999984,1,82,15.8301158301163,82,"https://youtu.be/Jaok_8MNntQ?t=3081",FALSE,TRUE,FALSE,1
"383",1399,"dovesse soffermarsi sulla logica, solitamente ho notato che\Nla persona non diventerà vegana"" provate a mantenere la conversazione sull'abuso",7.52100000000064,2,119,15.8223640473328,68,"https://youtu.be/Jaok_8MNntQ?t=8826",FALSE,TRUE,FALSE,1
"384",1498,"non consumatori di verdura, ma trasformarli in vegani\Nattivisti che possono cambiare il (----) di mondo",5.1200000000008,2,81,15.8203124999975,45,"https://youtu.be/Jaok_8MNntQ?t=9566",FALSE,TRUE,FALSE,1
"385",216,"abbiano sentimenti, come mai non c'è un singolo gruppo fuori a protestare contro i tagliaerba?",4.88000000000011,1,77,15.7786885245898,77,"https://youtu.be/Jaok_8MNntQ?t=1484",FALSE,TRUE,FALSE,1
"386",1022,"continua a chiedergli: come giustifichi\Nquesto? anche se credi che un mucca non sia cosciente",4.88000000000011,2,77,15.7786885245898,43,"https://youtu.be/Jaok_8MNntQ?t=6142",FALSE,TRUE,FALSE,1
"387",406,"e li fai sentire responsabili dell'ingiustizia stessa.\NIl secondo step è quello di assicurarsi che",5.19999999999982,2,82,15.7692307692313,46,"https://youtu.be/Jaok_8MNntQ?t=2563",FALSE,TRUE,FALSE,1
"388",590,"e lo pensiamo per diverse ragioni, in questo\Nmovimento. Pensiamo che i vegetariani siano più vicini",5.20000000000027,2,82,15.7692307692299,46,"https://youtu.be/Jaok_8MNntQ?t=3628",FALSE,TRUE,FALSE,1
"389",1393,"Una conversazione andrà avanti più del necessario\Nse diventa una discussione sulle statistiche.",5.20000000000073,2,82,15.7692307692286,43,"https://youtu.be/Jaok_8MNntQ?t=8779",FALSE,TRUE,FALSE,1
"390",1160,"lo farò mentre andiamo avanti perciò due minuti a partire da\Nora farò partire il cronometro sul telefono",5.51999999999953,2,87,15.7608695652187,50,"https://youtu.be/Jaok_8MNntQ?t=7095",FALSE,TRUE,FALSE,1
"391",914,"Hai imparato riguardo l'outreach, su tutto.\NHai imparato riguardo l'attivismo per i diritti animali e",5.27999999999975,2,83,15.7196969696977,48,"https://youtu.be/Jaok_8MNntQ?t=5508",FALSE,TRUE,FALSE,1
"392",577,"allo sfruttamento nel campo dell'industria discografica\No del porno. Non pensano minimamente agli",5.2800000000002,2,83,15.7196969696964,49,"https://youtu.be/Jaok_8MNntQ?t=3550",FALSE,TRUE,FALSE,1
"393",829,"""Il beneficio numero uno ovviamente è per gli animali, una volta che\Ndiventi vegano, loro non devono più essere torturati per colpa tua,",7,2,110,15.7142857142857,55,"https://youtu.be/Jaok_8MNntQ?t=5041",FALSE,TRUE,FALSE,1
"394",218,"le piante che bruciano e muoiono? Sentiamo solo parlare di\Nfauna selvatica e quando dicono fauna selvatica",5.68000000000006,2,89,15.6690140845069,48,"https://youtu.be/Jaok_8MNntQ?t=1495",FALSE,TRUE,FALSE,1
"395",684,"Quindi per favore non venire a compromessi con questa ingiustizia,\Nperché gli animali soffrono per questo.",5.68000000000029,2,89,15.6690140845062,56,"https://youtu.be/Jaok_8MNntQ?t=4213",FALSE,TRUE,FALSE,1
"396",1104,"è una persona a cui fare riferimento perchè semplifica le informazioni,\Nnutritionfacts.com, ma la cosa che vorrei...",6,2,94,15.6666666666667,60,"https://youtu.be/Jaok_8MNntQ?t=6706",FALSE,TRUE,FALSE,1
"397",358,"Se doveste mai farvi domande su ciò che state facendo,\Nparagonatelo a qualsiasi altra ingiustizia.",5.24000000000024,2,82,15.6488549618314,44,"https://youtu.be/Jaok_8MNntQ?t=2266",FALSE,TRUE,FALSE,1
"398",1405,"Andiamo avanti. Raggiungibilità e lunghezza della conversazione,\Nnon vale la pena parlare con tutti quelli che incontri per strada.",7.03999999999905,2,110,15.6250000000021,56,"https://youtu.be/Jaok_8MNntQ?t=8861",FALSE,TRUE,FALSE,1
"399",1516,"non essere partecipe delle violenza. Focalizzarsi sul\N""come"", nel contesto di qualsiasi altra ingiustizia, sarebbe",6.07999999999993,2,95,15.6250000000002,49,"https://youtu.be/Jaok_8MNntQ?t=9693",FALSE,TRUE,FALSE,1
"400",478,"messo insieme il meglio del meglio di Gary Yourofsky,\Ntutto in un solo video, di circa tre ore.",4.80000000000018,2,75,15.6249999999994,44,"https://youtu.be/Jaok_8MNntQ?t=2964",FALSE,TRUE,FALSE,1
"401",594,"ma ne approfitto per prendermi le mie responsabilità,\Npoiché ho appena detto che in questo movimento pensiamo",5.88999999999987,2,92,15.6196943972839,47,"https://youtu.be/Jaok_8MNntQ?t=3649",FALSE,TRUE,FALSE,1
"402",553,"Insomma, quando abbini questo e il fatto che ci\Nstiamo occupando della più vasta e più duratura delle ingiustizie,",6.01999999999998,2,94,15.6146179401994,56,"https://youtu.be/Jaok_8MNntQ?t=3408",FALSE,TRUE,FALSE,1
"403",831,"contrario agli abusi sugli animali, quando sei vegano per\Nla prima volta non devi più essere un ipocrita.""",5.52000000000044,2,86,15.5797101449263,48,"https://youtu.be/Jaok_8MNntQ?t=5053",FALSE,TRUE,FALSE,1
"404",700,"e uno dei loro amici li ha ritenuti ancora responsabili\Ne perciò la cosa gli è ancora risuonata in testa e",5.52000000000044,2,86,15.5797101449263,46,"https://youtu.be/Jaok_8MNntQ?t=4305",FALSE,TRUE,FALSE,1
"405",1524,"e in molti casi persino in modo più duro, perché i vegetariani\Nsi comportano in modo molto presuntuoso. I vegetariani sono il nostro obiettivo.",7.52000000000044,2,117,15.558510638297,67,"https://youtu.be/Jaok_8MNntQ?t=9776",FALSE,TRUE,FALSE,1
"406",298,"Cercare di aprire gli occhi alle persone con le nostre parole.",3.27999999999997,1,51,15.548780487805,51,"https://youtu.be/Jaok_8MNntQ?t=1921",FALSE,TRUE,FALSE,1
